time,lat,lon,100m_u_component_of_wind,100m_v_component_of_wind,2m_dewpoint_temperature,mean_sea_level_pressure,mean_wave_direction,mean_wave_period,surface_pressure,sea_surface_temperature,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,surface_solar_radiation_downwards,surface_solar_radiation_downward_clear_sky,significant_height_of_combined_wind_waves_and_swell,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,2m_temperature,total_precipitation,10m_u_component_of_wind,10m_v_component_of_wind
2019-05-01 00:00:00,53.00,6.25,1.13,-3.20,279.08,102082.69,,,102024.30,,10.15,11.50,10.31,7.67,0.12,0.12,,0.17,0.12,0.17,0.25,8.02,0.00,0.84,-2.33
2019-05-01 01:00:00,53.00,6.25,1.63,-2.98,278.99,102015.37,,,101957.02,,9.90,11.35,10.31,7.68,0.12,0.12,,0.17,0.12,0.17,0.25,7.78,0.00,1.20,-2.16
2019-05-01 02:00:00,53.00,6.25,1.89,-2.61,278.90,101948.05,,,101890.16,,9.74,11.21,10.31,7.68,0.12,0.12,,0.17,0.12,0.17,0.25,7.74,0.00,1.39,-1.90
2019-05-01 03:00:00,53.00,6.25,2.17,-2.49,278.82,101930.59,,,101872.91,,9.56,11.06,10.31,7.68,0.12,0.12,,0.17,0.12,0.17,0.25,7.64,0.00,1.57,-1.80
2019-05-01 04:00:00,53.00,6.25,2.46,-2.79,278.80,101907.66,,,101848.70,,9.59,10.91,10.31,7.69,0.12,0.12,,0.17,0.12,0.17,0.25,7.80,0.00,1.74,-1.95
2019-05-01 05:00:00,53.00,6.25,2.29,-2.90,278.74,101903.74,,,101845.27,,9.32,10.78,10.30,7.69,24103.75,93803.50,,0.17,0.12,0.17,0.25,7.79,0.00,1.64,-2.09
2019-05-01 06:00:00,53.00,6.25,2.12,-2.51,279.04,101899.36,,,101841.30,,9.58,10.66,10.30,7.69,224273.25,495165.50,,0.17,0.12,0.17,0.25,8.20,0.00,1.61,-1.90
2019-05-01 07:00:00,53.00,6.25,2.06,-1.83,279.00,101877.44,,,101819.55,,10.01,10.59,10.29,7.69,381294.25,1026248.44,,0.17,0.12,0.17,0.25,8.62,0.00,1.61,-1.41
2019-05-01 08:00:00,53.00,6.25,2.27,-1.34,279.01,101873.60,,,101815.48,,10.29,10.56,10.29,7.70,645393.06,1579251.12,,0.17,0.12,0.17,0.25,8.79,0.00,1.81,-1.04
2019-05-01 09:00:00,53.00,6.25,2.60,-1.09,279.23,101860.22,,,101801.66,,10.85,10.57,10.28,7.70,1053270.75,2078450.62,,0.17,0.12,0.17,0.25,9.32,0.00,2.08,-0.85
2019-05-01 10:00:00,53.00,6.25,2.88,-0.64,279.38,101839.95,,,101782.16,,12.09,10.71,10.27,7.70,1431886.75,2471355.75,,0.17,0.12,0.17,0.25,10.38,0.00,2.32,-0.51
2019-05-01 11:00:00,53.00,6.25,3.32,-0.73,279.42,101809.10,,,101751.84,,13.04,10.88,10.27,7.71,1543874.50,2729388.00,,0.17,0.12,0.17,0.25,10.67,0.00,2.66,-0.59
2019-05-01 12:00:00,53.00,6.25,3.62,-0.82,279.40,101774.34,,,101716.91,,13.71,11.08,10.27,7.71,1477267.12,2822219.50,,0.17,0.12,0.17,0.25,10.87,0.00,2.91,-0.66
2019-05-01 13:00:00,53.00,6.25,3.95,-0.79,279.50,101721.74,,,101664.30,,14.17,11.30,10.27,7.71,1517588.62,2746059.00,,0.17,0.12,0.17,0.25,11.14,0.00,3.16,-0.64
2019-05-01 14:00:00,53.00,6.25,4.51,-0.80,279.61,101674.77,,,101617.58,,14.61,11.53,10.27,7.72,1678974.12,2507467.50,,0.17,0.12,0.17,0.25,11.29,0.00,3.57,-0.62
2019-05-01 15:00:00,53.00,6.25,4.88,-1.25,279.71,101641.66,,,101584.37,,14.63,11.74,10.27,7.72,1496460.75,2124137.25,,0.17,0.12,0.17,0.25,11.22,0.00,3.83,-0.99
2019-05-01 16:00:00,53.00,6.25,4.92,-1.46,279.10,101586.23,,,101528.54,,14.19,11.91,10.27,7.72,1039036.69,1631353.38,,0.17,0.12,0.17,0.25,10.48,0.00,3.80,-1.14
2019-05-01 17:00:00,53.00,6.25,4.99,-1.68,278.59,101571.28,,,101514.08,,13.52,12.03,10.28,7.72,737492.88,1080149.00,,0.16,0.12,0.17,0.25,9.96,0.00,3.79,-1.28
2019-05-01 18:00:00,53.00,6.25,4.97,-1.73,278.21,101514.38,,,101456.22,,12.55,12.07,10.29,7.73,357389.00,537984.62,,0.16,0.12,0.17,0.25,9.28,0.00,3.61,-1.25
2019-05-01 19:00:00,53.00,6.25,4.97,-1.73,278.01,101509.60,,,101452.58,,11.24,12.03,10.29,7.73,98547.38,119222.75,,0.16,0.12,0.17,0.25,8.36,0.00,3.09,-1.00
2019-05-01 20:00:00,53.00,6.25,4.75,-1.71,278.01,101487.52,,,101429.54,,10.27,11.93,10.30,7.73,0.12,0.12,,0.16,0.12,0.17,0.25,7.90,0.00,2.83,-0.87
2019-05-01 21:00:00,53.00,6.25,4.87,-1.75,278.26,101449.88,,,101392.57,,9.90,11.81,10.30,7.74,0.12,0.12,,0.16,0.12,0.17,0.25,7.88,0.00,2.76,-0.74
2019-05-01 22:00:00,53.00,6.25,4.18,-1.36,278.57,101404.39,,,101346.82,,9.99,11.59,10.30,7.74,0.12,0.12,,0.16,0.12,0.17,0.25,8.24,0.00,2.24,-0.27
2019-05-01 23:00:00,53.00,6.25,4.24,-0.62,278.99,101357.03,,,101299.36,,9.73,11.44,10.30,7.74,0.12,0.12,,0.16,0.12,0.17,0.25,8.39,0.00,2.26,0.21
2019-05-02 00:00:00,53.00,6.25,4.55,-0.35,279.36,101295.42,,,101238.28,,9.54,11.30,10.30,7.74,0.12,0.12,,0.16,0.12,0.17,0.25,8.44,0.00,2.59,0.31
2019-05-02 01:00:00,53.00,6.25,5.29,0.23,279.54,101232.02,,,101174.00,,9.43,11.17,10.30,7.75,0.12,0.12,,0.16,0.12,0.17,0.25,8.45,0.00,2.94,0.62
2019-05-02 02:00:00,53.00,6.25,5.79,0.70,279.79,101166.11,,,101109.17,,9.43,11.05,10.30,7.75,0.12,0.12,,0.16,0.12,0.17,0.25,8.39,0.00,3.06,0.76
2019-05-02 03:00:00,53.00,6.25,6.29,1.10,280.04,101129.55,,,101072.64,,9.31,10.93,10.30,7.75,0.12,0.12,,0.16,0.12,0.17,0.25,8.27,0.00,3.49,1.06
2019-05-02 04:00:00,53.00,6.25,6.29,1.23,279.98,101079.53,,,101021.85,,8.79,10.79,10.29,7.75,0.12,0.12,,0.16,0.12,0.17,0.25,7.54,0.00,3.37,1.19
2019-05-02 05:00:00,53.00,6.25,6.47,1.50,280.25,101021.29,,,100964.42,,8.62,10.65,10.29,7.76,96365.12,101142.50,,0.16,0.12,0.17,0.25,7.75,0.00,3.52,1.52
2019-05-02 06:00:00,53.00,6.25,7.22,1.11,281.56,101005.01,,,100948.35,,9.26,10.54,10.28,7.76,488768.88,501386.62,,0.16,0.12,0.17,0.25,9.52,0.00,4.97,0.91
2019-05-02 07:00:00,53.00,6.25,7.22,0.24,281.63,100969.16,,,100912.34,,10.06,10.53,10.28,7.76,611767.00,1017256.88,,0.16,0.12,0.17,0.25,11.14,0.00,5.22,0.29
2019-05-02 08:00:00,53.00,6.25,7.17,-0.30,281.63,100957.34,,,100900.45,,11.01,10.60,10.27,7.77,930223.00,1559372.62,,0.16,0.12,0.17,0.25,12.24,0.00,5.29,-0.19
2019-05-02 09:00:00,53.00,6.25,7.12,-0.74,281.69,100941.37,,,100885.02,,11.91,10.75,10.27,7.77,1510397.25,2053566.00,,0.16,0.12,0.17,0.25,12.29,0.00,5.33,-0.50
